cohort,site,sex,group,dead,lifespan_days,bw_6,bw_12,bw_18,bw_24
C2004,TJL,m,NFP,1,578,,,,
C2004,TJL,m,NFP,1,648,,,,
C2004,TJL,m,NFP,1,905,,,,
C2004,TJL,m,NFP,1,853,,,,
C2004,TJL,m,NFP,1,897,,,,
C2004,TJL,m,NFP,1,563,,,,
C2004,TJL,m,NFP,1,926,,,,
C2004,TJL,m,NFP,1,771,,,,
C2004,TJL,f,NFP,1,890,,,,
C2004,TJL,f,NFP,1,968,,,,
C2004,TJL,f,NFP,1,1083,,,,
C2004,TJL,f,NFP,1,1018,,,,
C2004,TJL,m,NFP,1,372,,,,
C2004,TJL,m,NFP,1,764,,,,
C2004,TJL,m,NFP,1,639,,,,
C2004,TJL,m,NFP,1,864,,,,
C2004,TJL,m,NFP,1,758,,,,
C2004,TJL,m,NFP,1,612,,,,
C2004,TJL,f,NFP,1,1086,,,,
C2004,TJL,f,NFP,1,943,,,,
C2004,TJL,f,NFP,1,791,,,,
C2004,TJL,f,NFP,1,845,,,,
C2004,TJL,m,NFP,1,1067,,,,
C2004,TJL,m,NFP,1,629,,,,
C2004,TJL,m,NFP,1,608,,,,
C2004,TJL,m,NFP,1,659,,,,
C2004,TJL,m,NFP,1,855,,,,
C2004,TJL,m,NFP,1,911,,,,
C2004,TJL,f,NFP,1,1077,,,,
C2004,TJL,f,NFP,1,769,,,,
C2004,TJL,f,NFP,1,886,,,,
C2004,TJL,f,NFP,1,900,,,,
C2004,TJL,m,NFP,1,466,,,,
C2004,TJL,m,NFP,1,738,,,,
C2004,TJL,m,NFP,1,1006,,,,
C2004,TJL,m,NFP,1,753,,,,
C2004,TJL,m,NFP,1,1143,,,,
C2004,TJL,m,NFP,1,796,,,,
C2004,TJL,m,NFP,1,912,,,,
C2004,TJL,m,NFP,1,1101,,,,
C2004,TJL,m,NFP,1,305,,,,
C2004,TJL,m,NFP,1,773,,,,
C2004,TJL,m,NFP,1,613,,,,
C2004,TJL,m,NFP,1,962,,,,
C2004,TJL,m,NFP,1,682,,,,
C2004,TJL,m,NFP,1,627,,,,
C2004,TJL,m,NFP,1,962,,,,
C2004,TJL,m,NFP,1,770,,,,
C2004,TJL,m,NFP,1,972,,,,
C2004,TJL,m,NFP,1,944,,,,
C2004,TJL,m,NFP,1,996,,,,
C2004,TJL,m,NFP,1,787,,,,
C2004,TJL,m,NFP,1,198,,,,
C2004,UM,m,4-OH-PBN,1,861,37.400002,47.400002,46.900002,
C2004,UM,m,4-OH-PBN,1,1117,34.400002,37.900002,37.799999,
C2004,UM,m,4-OH-PBN,1,881,40.299999,41.0,34.099998,
C2004,UM,m,4-OH-PBN,1,879,35.599998,41.099998,41.900002,
C2004,UM,m,4-OH-PBN,1,866,41.200001,46.0,47.900002,
C2004,UM,m,4-OH-PBN,1,1107,37.200001,43.799999,41.099998,
C2004,UM,m,4-OH-PBN,0,240,,,,
C2004,UM,m,4-OH-PBN,0,240,,,,
C2004,UM,m,4-OH-PBN,0,240,,,,
C2004,UM,f,4-OH-PBN,1,1064,28.0,30.9,33.200001,
C2004,UM,f,4-OH-PBN,1,707,26.4,29.6,31.0,
C2004,UM,f,4-OH-PBN,1,1048,25.4,27.799999,26.799999,
C2004,UM,f,4-OH-PBN,1,723,27.6,29.1,32.700001,
C2004,UM,f,4-OH-PBN,1,627,33.200001,36.200001,36.299999,
C2004,UM,f,4-OH-PBN,1,751,28.0,28.700001,30.4,
C2004,UM,f,4-OH-PBN,1,755,34.599998,40.700001,43.400002,
C2004,UM,f,4-OH-PBN,1,688,33.599998,38.299999,40.900002,
C2004,UM,m,4-OH-PBN,1,1243,33.900002,39.5,37.400002,
C2004,UM,m,4-OH-PBN,1,981,42.799999,45.299999,43.599998,
C2004,UM,m,4-OH-PBN,1,507,34.099998,40.299999,,
C2004,UM,m,4-OH-PBN,1,837,39.700001,46.400002,44.799999,
C2004,UM,m,4-OH-PBN,1,1026,45.599998,55.0,53.299999,
C2004,UM,m,4-OH-PBN,1,896,48.400002,54.5,51.299999,
C2004,UM,m,4-OH-PBN,1,776,40.299999,45.900002,46.299999,
C2004,UM,m,4-OH-PBN,1,549,45.200001,49.299999,28.299999,
C2004,UM,m,4-OH-PBN,1,773,45.099998,51.900002,52.700001,
C2004,UM,m,4-OH-PBN,1,742,42.299999,47.0,46.400002,
C2004,UM,m,4-OH-PBN,1,795,43.700001,48.0,48.200001,
C2004,UM,m,4-OH-PBN,1,1073,39.5,45.700001,45.099998,
C2004,UM,f,4-OH-PBN,1,827,37.5,44.0,42.099998,
C2004,UM,f,4-OH-PBN,1,162,,,,
C2004,UM,f,4-OH-PBN,1,984,34.400002,38.5,39.200001,
C2004,UM,f,4-OH-PBN,1,819,29.299999,37.599998,37.099998,
C2004,UM,m,4-OH-PBN,1,1030,30.200001,37.799999,43.200001,
C2004,UM,m,4-OH-PBN,1,886,32.0,43.700001,43.799999,
C2004,UM,m,4-OH-PBN,1,1016,28.6,33.200001,33.099998,
C2004,UM,m,4-OH-PBN,1,452,43.700001,53.299999,,
C2004,UM,m,4-OH-PBN,1,1145,29.700001,34.400002,33.200001,
C2004,UM,m,4-OH-PBN,1,850,42.5,48.400002,47.200001,
C2004,UM,m,4-OH-PBN,1,857,36.5,43.299999,40.200001,
C2004,UM,m,4-OH-PBN,1,1147,35.700001,43.799999,39.799999,
C2004,UM,m,4-OH-PBN,1,355,39.0,,,
C2004,UM,f,4-OH-PBN,1,1135,24.299999,26.700001,30.799999,
C2004,UM,f,4-OH-PBN,1,1092,27.5,35.599998,39.400002,
C2004,UM,f,4-OH-PBN,1,864,25.799999,31.700001,34.200001,
C2004,UM,f,4-OH-PBN,1,1126,25.4,27.1,28.1,
C2004,UM,m,4-OH-PBN,1,787,34.099998,43.099998,39.700001,
C2004,UM,m,4-OH-PBN,1,657,27.700001,36.0,35.200001,
C2004,UM,m,4-OH-PBN,1,968,29.700001,36.299999,35.900002,
C2004,UM,f,4-OH-PBN,1,741,29.1,38.299999,37.599998,
C2004,UM,f,4-OH-PBN,1,654,28.1,34.900002,38.400002,
C2004,UM,f,4-OH-PBN,1,1091,33.700001,44.599998,45.200001,
C2004,UM,f,4-OH-PBN,1,1011,36.400002,49.200001,49.900002,
C2004,UM,f,4-OH-PBN,0,928,,,,
C2004,UM,f,4-OH-PBN,0,928,,,,
C2004,UM,f,4-OH-PBN,1,827,25.1,34.200001,33.900002,
C2004,UM,f,4-OH-PBN,1,806,24.5,30.9,34.799999,
C2004,UM,m,4-OH-PBN,1,366,47.0,,,
C2004,UM,m,4-OH-PBN,1,901,42.099998,50.400002,51.099998,
C2004,UM,m,4-OH-PBN,1,1036,36.599998,46.5,48.400002,
C2004,UM,m,4-OH-PBN,1,778,33.400002,38.299999,39.900002,
C2004,UM,m,4-OH-PBN,1,659,39.299999,44.0,46.299999,
C2004,UM,m,4-OH-PBN,1,911,33.5,42.0,46.299999,
C2004,UM,f,4-OH-PBN,1,803,24.200001,27.4,29.299999,
C2004,UM,f,4-OH-PBN,1,998,27.200001,29.9,31.6,
C2004,UM,f,4-OH-PBN,1,877,26.0,34.599998,38.099998,
C2004,UM,f,4-OH-PBN,1,797,33.0,42.799999,44.5,
C2004,UM,m,4-OH-PBN,1,1002,36.299999,45.799999,47.5,
C2004,UM,m,4-OH-PBN,1,871,35.299999,40.799999,42.400002,
C2004,UM,m,4-OH-PBN,1,1087,36.599998,43.400002,42.099998,
C2004,UM,m,4-OH-PBN,1,427,46.900002,45.599998,,
C2004,UM,m,4-OH-PBN,1,693,41.099998,44.700001,45.799999,
C2004,UM,m,4-OH-PBN,1,725,40.700001,42.700001,44.400002,
C2004,UM,f,4-OH-PBN,0,575,,,,
C2004,UM,f,4-OH-PBN,0,575,,,,
C2004,UM,f,4-OH-PBN,0,575,,,,
C2004,UM,f,4-OH-PBN,0,575,,,,
C2004,UM,f,4-OH-PBN,1,863,25.4,27.6,29.5,
C2004,UM,f,4-OH-PBN,1,611,26.700001,30.4,33.799999,
C2004,UM,f,4-OH-PBN,1,877,24.700001,31.700001,30.9,
C2004,UM,f,4-OH-PBN,1,983,30.799999,39.400002,38.099998,
C2004,UM,f,4-OH-PBN,0,155,,,,
C2004,UM,f,4-OH-PBN,0,155,,,,
C2004,UM,f,4-OH-PBN,0,155,,,,
C2004,UM,f,4-OH-PBN,0,155,,,,
C2004,UM,m,4-OH-PBN,1,963,42.0,45.400002,43.099998,
C2004,UM,m,4-OH-PBN,1,804,37.599998,41.299999,43.599998,
C2004,UM,m,4-OH-PBN,1,938,32.400002,41.200001,44.0,
C2004,UM,m,4-OH-PBN,1,922,37.0,37.799999,37.200001,
C2004,UM,m,4-OH-PBN,1,496,46.900002,46.799999,,
C2004,UM,m,4-OH-PBN,1,950,40.700001,43.5,45.099998,
C2004,UM,m,4-OH-PBN,1,756,41.0,42.599998,45.099998,
C2004,UM,m,4-OH-PBN,1,893,37.5,44.5,42.599998,
C2004,UM,m,4-OH-PBN,1,617,45.0,47.099998,45.799999,
C2004,UM,f,4-OH-PBN,1,741,30.700001,28.4,27.0,
C2004,UM,f,4-OH-PBN,1,943,26.4,27.4,26.299999,
C2004,UM,f,4-OH-PBN,1,1123,28.0,33.599998,36.900002,
C2004,UM,f,4-OH-PBN,1,769,29.200001,32.299999,34.400002,
C2004,UM,m,4-OH-PBN,1,735,36.099998,43.700001,45.799999,
C2004,UM,m,4-OH-PBN,1,1237,31.200001,32.200001,31.1,
C2004,UM,m,4-OH-PBN,1,864,37.599998,41.700001,44.400002,
C2004,UM,m,4-OH-PBN,1,928,34.599998,42.900002,44.400002,
C2004,UM,m,4-OH-PBN,1,1128,32.900002,40.700001,44.299999,
C2004,UM,m,4-OH-PBN,1,1141,36.099998,46.799999,43.099998,
C2004,UM,f,4-OH-PBN,1,508,24.4,32.5,,
C2004,UM,f,4-OH-PBN,1,953,29.1,31.700001,33.599998,
C2004,UM,f,4-OH-PBN,1,942,25.700001,31.4,34.200001,
C2004,UM,f,4-OH-PBN,1,579,22.4,27.799999,23.0,
C2004,UM,f,Aspirin,1,742,31.5,34.900002,36.0,
C2004,UM,f,Aspirin,1,889,28.9,30.1,29.1,
C2004,UM,f,Aspirin,1,777,31.799999,37.900002,33.400002,
C2004,UM,f,Aspirin,1,734,26.5,28.6,28.200001,
C2004,UM,m,Aspirin,1,926,39.299999,44.799999,45.299999,
C2004,UM,m,Aspirin,1,650,46.400002,47.700001,42.900002,
C2004,UM,m,Aspirin,1,724,37.200001,41.299999,38.599998,
C2004,UM,m,Aspirin,1,1036,37.700001,41.5,40.0,
C2004,UM,m,Aspirin,1,905,44.0,47.700001,47.200001,
C2004,UM,m,Aspirin,1,1029,39.0,43.299999,33.0,
C2004,UM,f,Aspirin,1,830,27.6,30.1,28.700001,
C2004,UM,f,Aspirin,1,915,32.700001,38.5,34.700001,
C2004,UM,f,Aspirin,1,1013,39.0,38.5,37.200001,
C2004,UM,f,Aspirin,1,1089,29.200001,33.400002,33.900002,
C2004,UM,m,Aspirin,1,1032,37.599998,43.599998,39.200001,
C2004,UM,m,Aspirin,1,889,35.700001,39.299999,40.400002,
C2004,UM,m,Aspirin,1,1009,38.200001,44.200001,45.200001,
C2004,UM,m,Aspirin,1,882,41.200001,48.0,48.0,
C2004,UM,m,Aspirin,1,1177,38.099998,45.200001,44.599998,
C2004,UM,m,Aspirin,1,584,41.700001,46.299999,47.0,
C2004,UM,f,Aspirin,1,931,33.0,41.0,38.799999,
C2004,UM,f,Aspirin,1,843,25.9,29.5,29.700001,
C2004,UM,f,Aspirin,1,868,31.1,31.9,34.5,
C2004,UM,f,Aspirin,1,940,30.200001,30.0,28.0,
C2004,UM,m,Aspirin,1,1137,39.599998,38.900002,33.900002,
C2004,UM,m,Aspirin,1,921,35.700001,39.400002,33.0,
C2004,UM,m,Aspirin,1,540,41.700001,46.700001,41.799999,
C2004,UM,m,Aspirin,1,859,38.599998,47.099998,42.099998,
C2004,UM,m,Aspirin,1,418,42.099998,46.599998,,
C2004,UM,m,Aspirin,1,997,43.799999,49.099998,52.5,
C2004,UM,f,Aspirin,1,764,24.5,30.1,27.9,
C2004,UM,f,Aspirin,1,863,29.5,27.9,27.200001,
C2004,UM,f,Aspirin,1,809,22.9,30.6,30.9,
C2004,UM,f,Aspirin,1,662,26.799999,32.799999,34.099998,
C2004,UM,m,Aspirin,1,1118,34.599998,42.0,43.5,
C2004,UM,m,Aspirin,1,588,31.299999,37.900002,40.099998,
C2004,UM,m,Aspirin,1,834,29.700001,34.900002,34.400002,
C2004,UM,m,Aspirin,0,729,,,,
C2004,UM,m,Aspirin,0,729,,,,
C2004,UM,m,Aspirin,0,729,,,,
C2004,UM,m,Aspirin,1,837,35.200001,44.400002,47.299999,
C2004,UM,m,Aspirin,1,991,33.799999,42.200001,41.200001,
C2004,UM,m,Aspirin,1,845,30.1,38.700001,38.0,
C2004,UM,m,Aspirin,1,1096,37.0,42.700001,42.900002,
C2004,UM,m,Aspirin,1,700,36.700001,42.700001,44.599998,
C2004,UM,m,Aspirin,1,281,37.099998,,,
C2004,UM,f,Aspirin,1,838,25.700001,29.0,25.5,
C2004,UM,f,Aspirin,1,835,21.9,27.299999,25.9,
C2004,UM,f,Aspirin,1,622,25.700001,32.0,31.700001,
C2004,UM,f,Aspirin,1,811,23.5,23.6,27.0,
C2004,UM,m,Aspirin,1,998,43.200001,45.799999,47.099998,
C2004,UM,m,Aspirin,1,961,41.5,43.700001,46.0,
C2004,UM,m,Aspirin,1,401,41.299999,,,
C2004,UM,m,Aspirin,1,661,36.900002,45.700001,49.900002,
C2004,UM,m,Aspirin,1,889,36.200001,46.599998,48.5,
C2004,UM,m,Aspirin,1,1154,31.4,40.099998,42.700001,
C2004,UM,f,Aspirin,1,835,25.4,32.900002,36.599998,
C2004,UM,f,Aspirin,1,917,28.299999,33.0,32.400002,
C2004,UM,f,Aspirin,1,849,26.799999,30.5,36.299999,
C2004,UM,f,Aspirin,1,927,24.9,32.700001,34.299999,
C2004,UM,m,Aspirin,1,846,37.799999,46.200001,49.099998,
C2004,UM,m,Aspirin,1,777,30.200001,36.700001,40.200001,
C2004,UM,m,Aspirin,1,942,36.900002,45.400002,47.900002,
C2004,UM,m,Aspirin,1,1103,35.099998,35.700001,37.400002,
C2004,UM,m,Aspirin,1,834,36.0,36.900002,34.299999,
C2004,UM,m,Aspirin,1,910,34.799999,39.900002,39.900002,
C2004,UM,f,Aspirin,1,826,30.9,34.5,35.099998,
C2004,UM,f,Aspirin,1,82,,,,
C2004,UM,f,Aspirin,1,1133,28.700001,44.299999,46.900002,
C2004,UM,f,Aspirin,1,889,26.9,31.9,30.1,
C2004,UM,m,Aspirin,1,818,38.400002,42.400002,45.400002,
C2004,UM,m,Aspirin,1,1049,32.200001,41.700001,43.200001,
C2004,UM,m,Aspirin,1,1202,32.099998,38.599998,41.299999,
C2004,UM,f,Aspirin,1,1011,27.5,37.900002,40.099998,
C2004,UM,f,Aspirin,1,746,33.299999,39.700001,41.299999,
C2004,UM,f,Aspirin,1,966,34.900002,42.0,46.0,
C2004,UM,f,Aspirin,1,1175,38.0,44.5,42.099998,
C2004,UM,m,Aspirin,1,825,51.099998,59.099998,59.900002,
C2004,UM,m,Aspirin,1,895,43.400002,44.400002,45.900002,
C2004,UM,m,Aspirin,1,819,36.599998,43.299999,47.599998,
C2004,UM,m,Aspirin,1,1034,36.900002,40.900002,41.200001,
C2004,UM,m,Aspirin,1,720,40.200001,50.599998,48.599998,
C2004,UM,m,Aspirin,1,912,30.6,43.299999,45.200001,
C2004,UM,f,Aspirin,1,678,27.1,39.400002,44.200001,
C2004,UM,f,Aspirin,1,628,25.1,29.200001,31.6,
C2004,UM,f,Aspirin,1,753,28.799999,35.5,37.200001,
C2004,UM,f,Aspirin,1,969,25.1,29.6,31.0,
C2004,UM,f,Aspirin,1,1073,31.1,30.799999,29.6,
C2004,UM,f,Aspirin,1,1021,30.5,37.5,39.299999,
C2004,UM,f,Aspirin,1,757,31.5,41.900002,43.599998,
C2004,UM,f,Aspirin,1,707,25.1,25.700001,23.4,
C2004,UM,m,Aspirin,1,795,45.900002,50.299999,51.799999,
C2004,UM,m,Aspirin,1,588,37.400002,37.799999,38.599998,
C2004,UM,m,Aspirin,1,863,44.900002,47.299999,49.400002,
C2004,UM,m,Aspirin,1,1256,31.700001,36.200001,35.900002,
C2004,UM,m,Aspirin,1,611,36.200001,37.900002,38.099998,
C2004,UM,m,Aspirin,1,913,38.0,44.299999,48.099998,
C2004,UM,f,Aspirin,0,559,,,,
C2004,UM,f,Aspirin,0,559,,,,
C2004,UM,f,Aspirin,0,559,,,,
C2004,UM,f,Aspirin,0,560,,,,
C2004,UM,f,Aspirin,1,299,22.799999,,,
C2004,UM,f,Aspirin,1,510,24.0,27.299999,,
C2004,UM,f,Aspirin,1,734,32.0,41.200001,43.299999,
C2004,UM,f,Aspirin,1,1023,28.700001,34.400002,37.599998,
C2004,UM,m,Aspirin,1,879,41.0,47.5,49.400002,
C2004,UM,m,Aspirin,1,891,44.5,50.799999,48.700001,
C2004,UM,m,Aspirin,1,422,46.299999,55.799999,,
C2004,UM,f,Control,1,945,32.700001,32.5,32.799999,
C2004,UM,f,Control,1,985,26.6,32.599998,31.5,
C2004,UM,f,Control,0,124,,,,
C2004,UM,f,Control,1,604,31.6,37.599998,35.5,
C2004,UM,m,Control,1,838,33.400002,43.099998,43.299999,
C2004,UM,m,Control,1,687,48.5,55.299999,47.5,
C2004,UM,m,Control,1,1033,35.299999,45.099998,45.200001,
C2004,UM,f,Control,1,988,26.6,33.0,34.700001,
C2004,UM,f,Control,0,124,,,,
C2004,UM,f,Control,1,831,30.4,35.799999,35.900002,
C2004,UM,f,Control,1,803,25.1,29.9,27.1,
C2004,UM,m,Control,1,910,40.400002,45.299999,44.099998,
C2004,UM,m,Control,1,876,41.299999,48.299999,46.900002,
C2004,UM,m,Control,1,722,38.799999,42.299999,42.0,
C2004,UM,f,Control,0,171,,,,
C2004,UM,f,Control,0,171,,,,
C2004,UM,f,Control,0,171,,,,
C2004,UM,f,Control,0,171,,,,
C2004,UM,m,Control,1,1305,31.6,37.700001,36.599998,
C2004,UM,m,Control,1,1134,33.400002,41.900002,44.099998,
C2004,UM,m,Control,1,435,44.099998,50.599998,,
C2004,UM,m,Control,0,478,,,,
C2004,UM,m,Control,1,432,34.799999,38.799999,,
C2004,UM,m,Control,0,478,,,,
C2004,UM,m,Control,0,256,,,,
C2004,UM,m,Control,0,256,,,,
C2004,UM,m,Control,0,256,,,,
C2004,UM,m,Control,1,766,40.099998,46.900002,35.900002,
C2004,UM,m,Control,1,1004,43.599998,47.299999,51.200001,
C2004,UM,m,Control,1,1083,35.099998,39.200001,37.900002,
C2004,UM,m,Control,1,507,41.799999,36.700001,,
C2004,UM,m,Control,1,644,34.900002,37.5,36.599998,
C2004,UM,m,Control,1,321,44.599998,,,
C2004,UM,m,Control,1,1121,31.9,32.900002,32.400002,
C2004,UM,m,Control,1,970,40.400002,44.799999,46.200001,
C2004,UM,m,Control,1,893,37.599998,39.5,38.700001,
C2004,UM,m,Control,1,735,41.0,46.700001,46.700001,
C2004,UM,m,Control,1,835,45.900002,46.799999,47.099998,
C2004,UM,m,Control,1,692,44.099998,49.299999,48.0,
C2004,UM,m,Control,1,1209,38.900002,43.700001,48.900002,
C2004,UM,m,Control,1,1011,35.299999,42.599998,41.400002,
C2004,UM,m,Control,1,728,39.799999,48.0,48.299999,
C2004,UM,f,Control,1,973,23.1,26.6,24.200001,
C2004,UM,f,Control,1,1010,27.0,30.799999,28.4,
C2004,UM,f,Control,1,1005,29.0,30.4,30.4,
C2004,UM,f,Control,1,638,29.200001,31.1,30.4,
C2004,UM,m,Control,1,967,32.0,37.400002,33.700001,
C2004,UM,m,Control,1,1103,40.299999,47.200001,50.200001,
C2004,UM,m,Control,1,668,48.299999,52.0,52.400002,
C2004,UM,m,Control,1,972,32.299999,35.400002,33.599998,
C2004,UM,m,Control,1,765,32.299999,38.299999,40.599998,
C2004,UM,m,Control,1,790,35.799999,42.700001,44.700001,
C2004,UM,m,Control,1,1135,30.200001,36.200001,35.599998,
C2004,UM,m,Control,1,592,37.200001,42.400002,43.599998,
C2004,UM,m,Control,1,717,36.700001,42.400002,40.299999,
C2004,UM,m,Control,1,768,41.0,42.400002,43.900002,
C2004,UM,m,Control,1,1115,29.0,32.5,31.0,
C2004,UM,m,Control,1,912,41.299999,47.700001,46.299999,
C2004,UM,m,Control,1,949,36.299999,47.299999,42.200001,
C2004,UM,m,Control,1,681,37.599998,41.799999,42.900002,
C2004,UM,m,Control,1,1047,40.5,45.799999,42.099998,
C2004,UM,f,Control,1,909,31.299999,34.599998,36.599998,
C2004,UM,f,Control,1,1093,27.799999,33.200001,38.200001,
C2004,UM,f,Control,1,1111,32.200001,35.5,37.799999,
C2004,UM,f,Control,1,892,25.200001,29.1,28.1,
C2004,UM,m,Control,1,1043,42.099998,48.900002,50.299999,
C2004,UM,m,Control,1,1176,30.9,36.0,34.599998,
C2004,UM,m,Control,1,1053,39.400002,45.700001,48.400002,
C2004,UM,f,Control,0,270,,,,
C2004,UM,f,Control,0,270,,,,
C2004,UM,f,Control,0,270,,,,
C2004,UM,f,Control,0,270,,,,
C2004,UM,m,Control,1,983,37.900002,47.299999,44.700001,
C2004,UM,m,Control,1,995,39.700001,49.299999,51.400002,
C2004,UM,m,Control,1,995,41.200001,48.400002,49.200001,
C2004,UM,f,Control,1,793,24.6,26.6,31.5,
C2004,UM,f,Control,1,729,25.6,28.700001,28.1,
C2004,UM,f,Control,1,798,23.9,26.700001,27.4,
C2004,UM,f,Control,1,546,25.1,29.1,,
C2004,UM,m,Control,0,450,,,,
C2004,UM,m,Control,0,450,,,,
C2004,UM,m,Control,0,450,,,,
C2004,UM,f,Control,1,1021,21.9,26.4,26.5,
C2004,UM,f,Control,1,1159,21.799999,23.9,25.4,
C2004,UM,f,Control,1,958,25.6,28.6,32.299999,
C2004,UM,f,Control,1,991,25.9,30.299999,35.299999,
C2004,UM,m,Control,1,902,34.799999,41.900002,40.5,
C2004,UM,m,Control,1,705,35.599998,48.700001,48.200001,
C2004,UM,m,Control,1,897,30.6,41.5,36.400002,
C2004,UM,m,Control,1,1111,30.200001,35.900002,37.799999,
C2004,UM,m,Control,1,674,37.5,44.0,43.700001,
C2004,UM,m,Control,1,988,30.299999,34.5,37.099998,
C2004,UM,f,Control,1,939,25.200001,29.200001,30.299999,
C2004,UM,f,Control,1,957,21.299999,23.1,24.299999,
C2004,UM,f,Control,1,1006,28.1,31.299999,32.900002,
C2004,UM,f,Control,1,939,26.6,30.799999,33.299999,
C2004,UM,f,Control,1,703,38.700001,47.200001,44.0,
C2004,UM,f,Control,1,675,25.799999,32.599998,39.0,
C2004,UM,f,Control,1,944,24.1,26.299999,28.700001,
C2004,UM,f,Control,1,709,22.0,27.700001,30.5,
C2004,UM,m,Control,1,995,29.1,36.5,34.799999,
C2004,UM,m,Control,1,780,28.200001,33.0,31.799999,
C2004,UM,m,Control,1,1130,34.900002,43.200001,36.799999,
C2004,UM,f,Control,1,1044,25.9,26.4,29.4,
C2004,UM,f,Control,1,1178,21.299999,25.799999,26.9,
C2004,UM,f,Control,1,1126,22.299999,25.6,26.6,
C2004,UM,f,Control,1,673,26.1,32.900002,32.799999,
C2004,UM,m,Control,1,866,32.799999,38.799999,40.400002,
C2004,UM,m,Control,1,684,45.0,54.0,54.0,
C2004,UM,m,Control,1,362,34.200001,,,
C2004,UM,f,Control,1,959,27.0,30.0,36.799999,
C2004,UM,f,Control,1,929,23.9,27.9,29.9,
C2004,UM,f,Control,1,938,24.5,26.200001,25.799999,
C2004,UM,f,Control,1,920,32.400002,46.0,50.200001,
C2004,UM,f,Control,1,496,23.700001,27.0,,
C2004,UM,f,Control,1,868,24.200001,32.599998,34.200001,
C2004,UM,f,Control,1,848,24.5,29.6,32.799999,
C2004,UM,f,Control,1,1125,23.4,25.4,26.299999,
C2004,UM,m,Control,1,890,33.599998,41.099998,41.200001,
C2004,UM,m,Control,1,783,31.5,39.400002,41.299999,
C2004,UM,m,Control,1,814,31.200001,39.5,40.799999,
C2004,UM,f,Control,0,641,,,,
C2004,UM,f,Control,0,641,,,,
C2004,UM,f,Control,0,641,,,,
C2004,UM,f,Control,0,1006,,,,
C2004,UM,m,Control,1,872,33.799999,40.900002,40.299999,
C2004,UM,m,Control,1,979,34.099998,41.200001,43.599998,
C2004,UM,m,Control,1,1193,32.099998,38.299999,36.299999,
C2004,UM,m,Control,0,321,,,,
C2004,UM,m,Control,0,321,,,,
C2004,UM,m,Control,0,321,,,,
C2004,UM,m,Control,0,445,,,,
C2004,UM,m,Control,0,445,,,,
C2004,UM,m,Control,0,445,,,,
C2004,UM,m,Control,1,932,30.4,33.700001,35.0,
C2004,UM,m,Control,1,978,29.799999,35.700001,36.900002,
C2004,UM,m,Control,1,808,38.099998,41.099998,42.599998,
C2004,UM,f,Control,1,835,29.5,36.400002,37.900002,
C2004,UM,f,Control,1,803,38.099998,41.700001,45.400002,
C2004,UM,f,Control,1,945,37.099998,44.299999,46.400002,
C2004,UM,f,Control,1,1146,32.900002,33.900002,41.599998,
C2004,UM,f,Control,1,665,31.1,39.599998,36.299999,
C2004,UM,f,Control,1,1210,27.200001,30.700001,37.099998,
C2004,UM,f,Control,1,1122,34.700001,41.0,45.400002,
C2004,UM,f,Control,1,583,23.200001,24.700001,27.1,
C2004,UM,m,Control,1,406,46.200001,50.900002,,
C2004,UM,m,Control,1,676,37.799999,43.400002,45.200001,
C2004,UM,m,Control,1,968,39.5,47.400002,44.799999,
C2004,UM,f,Control,1,907,34.200001,45.299999,63.599998,
C2004,UM,f,Control,1,887,28.299999,34.700001,41.700001,
C2004,UM,f,Control,1,613,29.9,35.299999,39.5,
C2004,UM,f,Control,1,905,26.200001,34.599998,40.700001,
C2004,UM,f,Control,1,858,29.5,38.299999,36.299999,
C2004,UM,f,Control,1,703,26.0,29.4,29.700001,
C2004,UM,f,Control,1,804,28.4,34.299999,32.0,
C2004,UM,f,Control,1,922,26.4,33.400002,36.799999,
C2004,UM,m,Control,1,871,33.900002,40.400002,38.700001,
C2004,UM,m,Control,1,732,37.299999,40.599998,41.700001,
C2004,UM,m,Control,1,1136,30.6,35.599998,41.0,
C2004,UM,f,Control,1,1111,28.4,36.799999,36.400002,
C2004,UM,f,Control,1,637,21.700001,24.799999,28.799999,
C2004,UM,f,Control,1,427,29.0,36.400002,,
C2004,UM,f,Control,1,1039,28.799999,35.0,33.299999,
C2004,UM,m,Control,1,870,33.5,42.400002,41.299999,
C2004,UM,m,Control,1,390,41.099998,50.400002,,
C2004,UM,m,Control,1,506,35.900002,45.400002,,
C2004,UM,m,Control,1,736,28.1,31.9,34.599998,
C2004,UM,m,Control,1,681,30.9,35.700001,36.599998,
C2004,UM,m,Control,1,1020,30.700001,32.599998,33.099998,
C2004,UM,m,Control,1,957,29.9,37.400002,39.099998,
C2004,UM,m,Control,1,727,39.5,48.299999,49.900002,
C2004,UM,m,Control,1,810,36.099998,48.099998,47.599998,
C2004,UM,f,Control,1,1032,28.5,33.5,30.1,
C2004,UM,f,Control,1,927,26.200001,28.5,30.6,
C2004,UM,f,Control,1,800,25.4,26.700001,28.4,
C2004,UM,f,Control,1,709,30.799999,31.700001,34.599998,
C2004,UM,m,Control,1,657,37.5,43.299999,46.599998,
C2004,UM,m,Control,1,995,40.700001,45.0,48.099998,
C2004,UM,m,Control,1,812,43.299999,52.0,50.900002,
C2004,UM,m,Control,1,526,44.700001,48.400002,,
C2004,UM,m,Control,1,828,36.299999,43.299999,44.799999,
C2004,UM,m,Control,1,840,37.5,44.0,46.799999,
C2004,UM,m,Control,0,339,,,,
